KINGGEN STATS:

HUB,COUNT
xcostum_Supermarket_08(by_Zyncosa),1
xcostum_TV_Tower_Restaurant(by_magoli),7
xcostum_TacoBele(by_Swolk),1
xcostum_Tavern(by_Limodor),11
xcostum_TheMill(by_MoNKeYest1),11
xcostum_TheSect_Followers-of-M(by_magoli),13
xcostum_TheSphinx3(by_Andyjoki),2
xcostum_TheVillage(by_Stallionsden),2
xcostum_The_Cobblestone_House(by_JSDoctor),5
xcostum_ThemePark(by_Stallionsden),2
xcostum_TittyTwister(by_Sorrowthief),1
xcostum_TownHall(by_Guppycur),5
xcostum_Trader_01(by_Zyncosa),1
xcostum_Trader_02(by_Zyncosa),1
xcostum_Trader_03(by_Zyncosa),1
xcostum_Trader_Apoc01(by_War3zuk),1
xcostum_Trailer(by_Sorrowthief),0
xcostum_Trailerhousemix01,0
xcostum_Trailerhousemix02,0
xcostum_Trailerhousemix03(by_SandyBeaches),2
xcostum_Trailerhousemix03,0
xcostum_Trailerhousemix04(by_SandyBeaches),2
xcostum_Trailerhousemix04,2
xcostum_TruckStop_Garage(by_Stallionsden),4
xcostum_TruckStop_Roadhouse(by_Stallionsden),4
xcostum_UnionStation(by_BuLLeTZ),2
xcostum_Utility_Combo(by_LuckyStar),8
xcostum_Vacant(by_00Zorro100),5
xcostum_VarietiesDepartmentStore(by_Stallionsden),7
xcostum_Vet_Clinic(by_Firecat),5
xcostum_Villa(by_Limodor),13
xcostum_Villa(by_TopMinder),6
xcostum_WWHouse(by_IceJudge),6
xcostum_Walcart(by_Swolk),5
xcostum_Wank_Bank(by_Hydroponic),6
xcostum_Warehouse(by_Batman),6
xcostum_Warehouse(by_Illidua),6
xcostum_WaterPark1(by_NAGGcommunity),7
xcostum_Windowfactory(by_magoli),5
xcostum_Wooden_Palisade(by_LuckyStar),7
xcostum_Wooden_Store(by_Guppycur),6
xcostum_Woodhouse(by_TopMinder),5
xcostum_WulftownA(by_WereWulfen),5
xcostum_WulftownCD(by_WereWulfen),5
xcostum_ZHigh(by_Volar),6
xcostum_ZombieZoo(by_Wsiegel),4
xcostum_Zug1(by_Horst),1
xcostum_airport1(by_ouch),2
xcostum_airport_rundown(by_gt),1
xcostum_ancient_tomb(by_bigstep70),0
xcostum_army_camp(universal),9
xcostum_bowlingcenter(by_magoli),7
xcostum_bridgesideapartmentsA16(by_Batman),0
xcostum_burialshrine(by_snake0567),1
xcostum_celltower_2(by_axebeard),9
xcostum_celltower_2_waste(by_axebeard),6
xcostum_circus(by_magoli),11
xcostum_cityhouse3(by_Kam),1
xcostum_crematory(by_magoli),2
xcostum_deaddog_saloon(by_Libby),5
xcostum_deerstand_1(by_axebeard),34
xcostum_deerstand_2(by_axebeard),19
xcostum_donut_shop(by_bigstep70),8
xcostum_dregora_gas_station6(by_Eagle),2
xcostum_dregora_here4beerpub(by_Eagle),3
xcostum_dregora_station_southfront(by_Eagle),7
xcostum_dregora_waste_crane(by_Eagle),1
xcostum_drivethru(by_bigstep70),8
xcostum_flighttower(by_NLEagle),9
xcostum_food_truck_01(by_LazMan),8
xcostum_forthouseone(by_Fortbrick),6
xcostum_fp_house_medium_002(by_Frank_Souza),8
xcostum_fuelstation(by_NLEagle),10
xcostum_hideout(by_TopMinder_and_Pille),10
xcostum_hideout(by_axebeard),6
xcostum_house01(by_Guppycur),13
xcostum_house02(by_Guppycur),13
xcostum_house03(by_Guppycur),13
xcostum_house04(by_Guppycur),13
xcostum_house05(by_Guppycur),9
xcostum_house2(by_Curbolt),7
xcostum_house3(by_Curbolt),6
xcostum_house4(by_Curbolt),5
xcostum_house7(by_Curbolt),3
xcostum_house_modern_01(by_Kam),5
xcostum_house_modern_02(by_Kam),6
xcostum_house_modern_03(by_Kam),5
xcostum_house_modern_04(by_Kam),5
xcostum_house_modern_05(by_Kam),6
xcostum_house_modern_05(by_Pille_TopMinder),5
xcostum_house_number14(by_Kam),7
xcostum_house_old_tudor_06(by_Pille),13
xcostum_house_suburb_01(by_LazMan),6
xcostum_houseprefabbrickandconc(by_fortbrick2),13
xcostum_housewhiteblue(by_owl79),13
xcostum_icestadium(by_magoli),0
xcostum_kuldbrickhouse(by_Kuldiin),8
xcostum_kuldlargehouse(by_Kuldiin),13
xcostum_kwikemart(by_magoli),10
xcostum_mass_grave_2(by_Evilracc0on),9
xcostum_med_clinic_small(by_magoli),8
xcostum_minigolf(by_magoli),10
xcostum_modernvilla(by_owl79),6
xcostum_moestaverne(by_magoli),6
xcostum_moonshiner(by_Evilracc0on),13
xcostum_nationalparkLodge(by_Laz_Man),0
xcostum_nepa_base(by_Eihwaz),2
xcostum_oldwestBank(by_magoli),3
xcostum_pistol_gunshop(by_magoli),10
xcostum_prefabhome1(by_Riahsaurus_Rex),6
xcostum_rave_factory(by_orak),2
xcostum_ritualsite_1(by_axebeard),6
xcostum_ritualsite_2(by_axebeard),6
xcostum_rollerskatedisco(by_magoli),5
xcostum_seafoodshop(by_Guppycur),8
xcostum_serial_killer_01(by_FLESHUS),6
xcostum_shantytown(by_Evilracc0on),9
xcostum_shootingrange(by_magoli),2
xcostum_simpsonshouse(by_magoli),6
xcostum_skyhigh(by_Gobarg_Mana),1
xcostum_skyscraper_omni(by_Flanua),2
xcostum_spanish_mission(by_The_Cure),9
xcostum_storeset1(by_Guppycur),5
xcostum_storeset2(by_Guppycur),2
xcostum_strandresort(by_magoli),8
xcostum_stripclub(by_magoli),8
xcostum_stripmall(by_axebeard),10
xcostum_swimmingbath(by_magoli),5
xcostum_timbershop(by_magoli),5
xcostum_townsquare(by_snake0567),5
xcostum_townvilla(by_owl79),7
xcostum_trainstationRiah(by_Riahsaurus_Rex),10
xcostum_tv_store(by_magoli),5
xcostum_warehouse(by_NLEagle),1
xcostum_watchtower_01(by_FLESHUS),1
xcostum_watchtower_02(by_FLESHUS),0
